team_name,common_name,season,country,matches_played,matches_played_home,matches_played_away,suspended_matches,wins,wins_home,wins_away,draws,draws_home,draws_away,losses,losses_home,losses_away,points_per_game,points_per_game_home,points_per_game_away,league_position,league_position_home,league_position_away,performance_rank,goals_scored,goals_conceded,goal_difference,total_goal_count,total_goal_count_home,total_goal_count_away,goals_scored_home,goals_scored_away,goals_conceded_home,goals_conceded_away,goal_difference_home,goal_difference_away,minutes_per_goal_scored,minutes_per_goal_scored_home,minutes_per_goal_scored_away,minutes_per_goal_conceded,minutes_per_goal_conceded_home,minutes_per_goal_conceded_away,clean_sheets,clean_sheets_home,clean_sheets_away,btts_count,btts_count_home,btts_count_away,fts_count,fts_count_home,fts_count_away,first_team_to_score_count,first_team_to_score_count_home,first_team_to_score_count_away,corners_total,corners_total_home,corners_total_away,cards_total,cards_total_home,cards_total_away,average_possession,average_possession_home,average_possession_away,shots,shots_home,shots_away,shots_on_target,shots_on_target_home,shots_on_target_away,shots_off_target,shots_off_target_home,shots_off_target_away,fouls,fouls_home,fouls_away,goals_scored_half_time,goals_scored_half_time_home,goals_scored_half_time_away,goals_conceded_half_time,goals_conceded_half_time_home,goals_conceded_half_time_away,goal_difference_half_time,goal_difference_half_time_home,goal_difference_half_time_away,leading_at_half_time,leading_at_half_time_home,leading_at_half_time_away,draw_at_half_time,draw_at_half_time_home,draw_at_half_time_away,losing_at_half_time,losing_at_half_time_home,losing_at_half_time_away,points_per_game_half_time,points_per_game_half_time_home,points_per_game_half_time_away,average_total_goals_per_match,average_total_goals_per_match_home,average_total_goals_per_match_away,goals_scored_per_match,goals_scored_per_match_home,goals_scored_per_match_away,goals_conceded_per_match,goals_conceded_per_match_home,goals_conceded_per_match_away,total_goals_per_match_half_time,total_goals_per_match_half_time_home,total_goals_per_match_half_time_away,goals_scored_per_match_half_time,goals_scored_per_match_half_time_home,goals_scored_per_match_half_time_away,goals_conceded_per_match_half_time,goals_conceded_per_match_half_time_home,goals_conceded_per_match_half_time_away,over05_count,over15_count,over25_count,over35_count,over45_count,over55_count,over05_count_home,over15_count_home,over25_count_home,over35_count_home,over45_count_home,over55_count_home,over05_count_away,over15_count_away,over25_count_away,over35_count_away,over45_count_away,over55_count_away,under05_count,under15_count,under25_count,under35_count,under45_count,under55_count,under05_count_home,under15_count_home,under25_count_home,under35_count_home,under45_count_home,under55_count_home,under05_count_away,under15_count_away,under25_count_away,under35_count_away,under45_count_away,under55_count_away,over05_percentage,over15_percentage,over25_percentage,over35_percentage,over45_percentage,over55_percentage,over05_percentage_home,over15_percentage_home,over25_percentage_home,over35_percentage_home,over45_percentage_home,over55_percentage_home,over05_percentage_away,over15_percentage_away,over25_percentage_away,over35_percentage_away,over45_percentage_away,over55_percentage_away,under05_percentage,under15_percentage,under25_percentage,under35_percentage,under45_percentage,under55_percentage,under05_percentage_home,under15_percentage_home,under25_percentage_home,under35_percentage_home,under45_percentage_home,under55_percentage_home,under05_percentage_away,under15_percentage_away,under25_percentage_away,under35_percentage_away,under45_percentage_away,under55_percentage_away,over05_count_half_time,over15_count_half_time,over25_count_half_time,over05_count_half_time_home,over15_count_half_time_home,over25_count_half_time_home,over05_count_half_time_away,over15_count_half_time_away,over25_count_half_time_away,over05_half_time_percentage,over15_half_time_percentage,over25_half_time_percentage,over05_half_time_percentage_home,over15_half_time_percentage_home,over25_half_time_percentage_home,over05_half_time_percentage_away,over15_half_time_percentage_away,over25_half_time_percentage_away,win_percentage,win_percentage_home,win_percentage_away,home_advantage_percentage,clean_sheet_percentage,clean_sheet_percentage_home,clean_sheet_percentage_away,btts_percentage,btts_percentage_home,btts_percentage_away,fts_percentage,fts_percentage_home,fts_percentage_away,first_team_to_score_percentage,first_team_to_score_percentage_home,first_team_to_score_percentage_away,clean_sheet_half_time,clean_sheet_half_time_home,clean_sheet_half_time_away,clean_sheet_half_time_percentage,clean_sheet_half_time_percentage_home,clean_sheet_half_time_percentage_away,fts_half_time,fts_half_time_home,fts_half_time_away,fts_half_time_percentage,fts_half_time_percentage_home,fts_half_time_percentage_away,btts_half_time,btts_half_time_home,btts_half_time_away,btts_half_time_percentage,btts_half_time_percentage_home,btts_half_time_percentage_away,leading_at_half_time_percentage,leading_at_half_time_percentage_home,leading_at_half_time_percentage_away,draw_at_half_time_percentage,draw_at_half_time_percentage_home,draw_at_half_time_percentage_away,losing_at_half_time_percentage,losing_at_half_time_percentage_home,losing_at_half_time_percentage_away,corners_per_match,corners_per_match_home,corners_per_match_away,cards_per_match,cards_per_match_home,cards_per_match_away,over65_corners_percentage,over75_corners_percentage,over85_corners_percentage,over95_corners_percentage,over105_corners_percentage,over115_corners_percentage,over125_corners_percentage,over135_corners_percentage,xg_for_avg_overall,xg_for_avg_home,xg_for_avg_away,xg_against_avg_overall,xg_against_avg_home,xg_against_avg_away,prediction_risk,goals_scored_min_0_to_10,goals_scored_min_11_to_20,goals_scored_min_21_to_30,goals_scored_min_31_to_40,goals_scored_min_41_to_50,goals_scored_min_51_to_60,goals_scored_min_61_to_70,goals_scored_min_71_to_80,goals_scored_min_81_to_90,goals_conceded_min_0_to_10,goals_conceded_min_11_to_20,goals_conceded_min_21_to_30,goals_conceded_min_31_to_40,goals_conceded_min_41_to_50,goals_conceded_min_51_to_60,goals_conceded_min_61_to_70,goals_conceded_min_71_to_80,goals_conceded_min_81_to_90,draw_percentage_overall,draw_percentage_home,draw_percentage_away,loss_percentage_ovearll,loss_percentage_home,loss_percentage_away,over145_corners_percentage
Athletic Club Bilbao,Athletic Club Bilbao,2024/2025,Spain,38,19,19,0,19,11,8,13,6,7,6,2,4,1.84,2.05,1.63,4,4,4,4,54,29,25,83,45,38,32,22,13,16,19,6,63,54,78,118,132,107,15,8,7,19,9,10,9,4,5,19,12,7,193,100,93,68,35,33,48,50,47,455,251,204,193,109,84,262,142,120,482,250,232,24,17,7,10,4,6,14,13,1,12,10,2,22,7,15,4,2,2,1.53,1.95,1.11,2.18,2.37,2,1.42,1.68,1.16,0.76,0.68,0.84,0.89,1.11,0.68,0.63,0.89,0.37,0.26,0.21,0.32,33,24,14,6,3,1,17,12,7,4,2,1,16,12,7,2,1,0,5,14,24,32,35,37,2,7,12,15,17,18,3,7,12,17,18,19,87,63,37,16,8,3,89,63,37,21,11,5,84,63,37,11,5,0,13,37,63,84,92,97,11,37,63,79,89,95,16,37,63,89,95,100,19,10,4,12,5,3,7,5,1,50,26,11,63,26,16,37,26,5,50,58,42,15,39,42,37,50,47,53,24,21,26,50,63,37,30,16,14,79,84,74,22,9,13,58,47,68,5,1,4,13,5,21,32,53,11,58,37,79,11,11,11,5.08,5.26,4.89,1.79,1.84,1.74,87,71,47,42,28,13,11,8,1.45,1.60,1.30,1.12,0.93,1.30,47,6,1,5,5,7,4,8,13,5,0,4,3,2,2,3,4,4,7,34,32,37,16,11,21,8
CA Osasuna,CA Osasuna,2024/2025,Spain,38,19,19,0,12,10,2,16,6,10,10,3,7,1.37,1.89,0.84,9,6,15,9,48,52,-4,100,56,44,33,15,23,29,10,-14,71,52,114,66,74,59,9,5,4,24,14,10,8,0,8,19,13,6,175,93,82,88,46,42,46,47,45,420,223,197,166,100,66,254,123,131,507,256,251,23,18,5,19,10,9,4,8,-4,14,11,3,14,3,11,10,5,5,1.47,1.89,1.05,2.63,2.95,2.32,1.26,1.74,0.79,1.37,1.21,1.53,1.11,1.47,0.74,0.61,0.95,0.26,0.5,0.53,0.47,35,30,17,10,5,3,19,16,11,5,3,2,16,14,6,5,2,1,3,8,21,28,33,35,0,3,8,14,16,17,3,5,13,14,17,18,92,79,45,26,13,8,100,84,58,26,16,11,84,74,32,26,11,5,8,21,55,74,87,92,0,16,42,74,84,89,16,26,68,74,89,95,26,11,3,18,6,2,8,5,1,68,29,8,95,32,11,42,26,5,32,53,11,25,24,26,21,63,74,53,21,0,42,50,68,32,24,10,14,63,53,74,22,6,16,58,32,84,4,4,0,11,21,0,37,58,16,37,16,58,26,26,26,4.61,4.89,4.32,2.32,2.42,2.21,79,71,55,39,34,28,21,16,1.33,1.48,1.18,1.52,1.46,1.58,63,2,3,9,6,4,9,4,5,6,3,4,4,6,4,6,8,6,11,42,32,53,26,16,37,8
Valencia CF,Valencia CF,2024/2025,Spain,38,19,19,0,11,9,2,13,4,9,14,6,8,1.21,1.63,0.79,11,9,18,11,44,54,-10,98,46,52,26,18,20,34,6,-16,78,66,95,63,86,50,8,7,1,22,9,13,10,4,6,21,13,8,186,111,75,88,48,40,48,50,47,380,210,170,162,97,65,218,113,105,434,230,204,21,14,7,30,10,20,-9,4,-13,8,6,2,15,9,6,15,4,11,1.03,1.42,0.63,2.58,2.42,2.74,1.16,1.37,0.95,1.42,1.05,1.79,1.34,1.26,1.42,0.55,0.74,0.37,0.79,0.53,1.05,36,28,17,7,5,3,18,13,9,3,2,1,18,15,8,4,3,2,2,10,21,31,33,35,1,6,10,16,17,18,1,4,11,15,16,17,95,74,45,18,13,8,95,68,47,16,11,5,95,79,42,21,16,11,5,26,55,82,87,92,5,32,53,84,89,95,5,21,58,79,84,89,30,13,4,15,8,1,15,5,3,79,34,11,79,42,5,79,26,16,29,47,11,22,21,37,5,58,47,68,26,21,32,55,68,42,16,10,6,42,53,32,21,8,13,55,42,68,9,5,4,24,26,21,21,32,11,39,47,32,39,21,58,4.89,5.84,3.95,2.32,2.53,2.11,87,76,66,50,39,26,24,11,1.24,1.41,1.08,1.37,1.23,1.50,71,3,5,5,4,7,9,3,3,5,5,4,5,6,12,3,4,4,11,34,21,47,37,32,42,8
Real Sociedad de Fútbol,Real Sociedad,2024/2025,Spain,38,19,19,0,13,8,5,7,3,4,18,8,10,1.21,1.42,1,12,11,11,12,35,46,-11,81,40,41,20,15,20,26,0,-11,98,86,114,74,86,66,13,7,6,10,6,4,19,8,11,15,9,6,216,128,88,93,46,47,54,58,50,366,220,146,164,99,65,202,121,81,501,271,230,16,10,6,21,7,14,-5,3,-8,12,7,5,14,8,6,12,4,8,1.32,1.53,1.11,2.13,2.11,2.16,0.92,1.05,0.79,1.21,1.05,1.37,0.97,0.89,1.05,0.42,0.53,0.32,0.55,0.37,0.74,34,24,16,6,1,0,17,13,8,1,1,0,17,11,8,5,0,0,4,14,22,32,37,38,2,6,11,18,18,19,2,8,11,14,19,19,89,63,42,16,3,0,89,68,42,5,5,0,89,58,42,26,0,0,11,37,58,84,97,100,11,32,58,95,95,100,11,42,58,74,100,100,26,8,2,12,4,1,14,4,1,68,21,5,63,21,5,74,21,5,34,42,26,14,34,37,32,26,32,21,50,42,58,39,47,32,23,13,10,61,68,53,24,11,13,63,58,68,3,2,1,8,11,5,32,37,26,37,42,32,32,21,42,5.68,6.74,4.63,2.45,2.42,2.47,84,82,71,63,47,37,24,21,1.25,1.49,1.01,1.34,1.12,1.55,34,4,6,1,4,3,2,3,5,7,5,2,6,5,5,8,4,7,4,18,16,21,47,42,53,11
Rayo Vallecano,Rayo Vallecano,2024/2025,Spain,38,19,19,0,13,6,7,13,8,5,12,5,7,1.37,1.37,1.37,8,13,6,8,41,45,-4,86,50,36,24,17,26,19,-2,-2,83,71,101,76,66,90,10,4,6,22,13,9,9,3,6,21,12,9,202,109,93,102,45,57,52,55,48,488,284,204,202,126,76,286,158,128,522,247,275,20,11,9,18,8,10,2,3,-1,12,7,5,17,8,9,9,4,5,1.39,1.53,1.26,2.26,2.63,1.89,1.08,1.26,0.89,1.18,1.37,1,1,1,1,0.53,0.58,0.47,0.47,0.42,0.53,35,25,17,7,1,1,18,14,10,6,1,1,17,11,7,1,0,0,3,13,21,31,37,37,1,5,9,13,18,18,2,8,12,18,19,19,92,66,45,18,3,3,95,74,53,32,5,5,89,58,37,5,0,0,8,34,55,82,97,97,5,26,47,68,95,95,11,42,63,95,100,100,25,9,3,13,4,1,12,5,2,66,24,8,68,21,5,63,26,11,34,32,37,1,26,21,32,58,68,47,24,16,32,55,63,47,24,13,11,63,68,58,21,10,11,55,53,58,6,2,4,16,11,21,32,37,26,45,42,47,24,21,26,5.32,5.74,4.89,2.68,2.37,3.00,89,79,66,57,45,32,24,16,1.53,1.80,1.25,1.42,1.35,1.49,39,8,4,0,4,5,5,5,6,4,4,3,5,3,4,8,5,7,6,34,42,26,32,26,37,13
Getafe Club de Fútbol,Getafe CF,2024/2025,Spain,38,19,19,0,11,4,7,9,7,2,18,8,10,1.11,1,1.21,13,18,8,13,34,39,-5,73,34,39,15,19,19,20,-4,-1,101,114,90,87,90,86,9,6,3,16,9,7,16,7,9,12,6,6,147,69,78,118,54,64,41,46,37,390,204,186,168,87,81,222,117,105,602,292,310,12,7,5,21,8,13,-9,-1,-8,7,4,3,16,10,6,15,5,10,0.97,1.16,0.79,1.92,1.79,2.05,0.89,0.79,1,1.03,1,1.05,0.87,0.79,0.95,0.32,0.37,0.26,0.55,0.42,0.68,35,23,13,2,0,0,16,12,5,1,0,0,19,11,8,1,0,0,3,15,25,36,38,38,3,7,14,18,19,19,0,8,11,18,19,19,92,61,34,5,0,0,84,63,26,5,0,0,100,58,42,5,0,0,8,39,66,95,100,100,16,37,74,95,100,100,0,42,58,95,100,100,24,6,3,11,3,1,13,3,2,63,16,8,58,16,5,68,16,11,29,21,37,-4,24,32,16,42,47,37,42,37,47,32,32,32,21,12,9,55,63,47,28,12,16,74,63,84,3,3,0,8,16,0,18,21,16,42,53,32,39,26,53,3.87,3.63,4.11,3.11,2.84,3.37,68,50,32,28,21,11,3,3,1.26,1.34,1.19,1.20,1.05,1.35,39,3,3,2,2,2,3,5,5,9,4,4,5,5,3,4,3,7,4,24,37,11,47,42,53,0
Real Valladolid Club de Fútbol,Real Valladolid,2024/2025,Spain,38,19,19,0,4,3,1,4,4,0,30,12,18,0.42,0.68,0.16,20,20,20,20,26,90,-64,116,43,73,11,15,32,58,-21,-43,132,155,114,38,54,30,5,5,0,19,7,12,16,9,7,8,6,2,155,81,74,97,52,45,43,44,42,324,172,152,139,66,73,185,106,79,451,230,221,9,3,6,40,14,26,-31,-11,-20,3,3,0,16,8,8,19,8,11,0.66,0.89,0.42,3.05,2.26,3.84,0.68,0.58,0.79,2.37,1.68,3.05,1.29,0.89,1.68,0.24,0.16,0.32,1.05,0.74,1.37,36,28,25,11,8,5,17,11,9,4,2,0,19,17,16,7,6,5,2,10,13,27,30,33,2,8,10,15,17,19,0,2,3,12,13,14,95,74,66,29,21,13,89,58,47,21,11,0,100,89,84,37,32,26,5,26,34,71,79,87,11,42,53,79,89,100,0,11,16,63,68,74,27,15,6,11,4,2,16,11,4,71,39,16,58,21,11,84,58,21,11,16,5,7,13,26,0,50,37,63,42,47,37,21,32,11,14,11,3,37,58,16,29,16,13,76,84,68,6,0,6,16,0,32,8,16,0,42,42,42,50,42,58,4.19,4.26,4.11,2.55,2.74,2.37,84,73,51,38,24,16,11,11,1.07,1.08,1.05,1.75,1.58,1.93,87,1,3,2,1,5,6,2,3,3,6,6,11,11,8,8,11,9,20,11,21,0,79,63,95,8
Real Club Deportivo Mallorca,RCD Mallorca,2024/2025,Spain,38,19,19,0,13,7,6,9,6,3,16,6,10,1.26,1.42,1.11,10,12,9,10,35,44,-9,79,41,38,20,15,21,23,-1,-8,98,86,114,78,81,74,9,5,4,19,12,7,14,5,9,13,6,7,145,88,57,91,41,50,47,48,45,377,208,169,149,82,67,228,126,102,464,214,250,14,10,4,16,6,10,-2,4,-6,7,4,3,23,13,10,8,2,6,1.16,1.32,1,2.08,2.16,2,0.92,1.05,0.79,1.16,1.11,1.21,0.79,0.84,0.74,0.37,0.53,0.21,0.42,0.32,0.53,34,23,15,4,2,1,16,12,9,2,1,1,18,11,6,2,1,0,4,15,23,34,36,37,3,7,10,17,18,18,1,8,13,17,18,19,89,61,39,11,5,3,84,63,47,11,5,5,95,58,32,11,5,0,11,39,61,89,95,97,16,37,53,89,95,95,5,42,68,89,95,100,20,7,2,10,5,1,10,2,1,53,18,5,53,26,5,53,11,5,34,37,32,9,24,26,21,50,63,37,37,26,47,34,32,37,25,13,12,66,68,63,26,11,15,68,58,79,5,4,1,13,21,5,18,21,16,61,68,53,21,11,32,3.82,4.63,3.00,2.39,2.16,2.63,84,74,61,45,37,28,26,21,1.19,1.29,1.08,1.61,1.44,1.78,50,3,4,2,2,6,7,2,1,8,3,5,5,2,4,6,5,5,9,24,32,16,42,32,53,16
Girona FC,Girona FC,2024/2025,Spain,38,19,19,0,11,7,4,8,3,5,19,9,10,1.08,1.26,0.89,17,16,14,17,44,60,-16,104,57,47,27,17,30,30,-3,-13,78,63,101,57,57,57,8,4,4,20,10,10,11,6,5,17,9,8,177,98,79,81,35,46,56,57,56,364,194,170,171,87,84,193,107,86,424,187,237,19,14,5,24,12,12,-5,2,-7,9,6,3,15,8,7,14,5,9,1.11,1.37,0.84,2.74,3,2.47,1.16,1.42,0.89,1.58,1.58,1.58,1.13,1.37,0.89,0.5,0.74,0.26,0.63,0.63,0.63,37,29,21,10,5,1,18,14,13,7,3,1,19,15,8,3,2,0,1,9,17,28,33,37,1,5,6,12,16,18,0,4,11,16,17,19,97,76,55,26,13,3,95,74,68,37,16,5,100,79,42,16,11,0,3,24,45,74,87,97,5,26,32,63,84,95,0,21,58,84,89,100,27,10,4,14,7,3,13,3,1,71,26,11,74,37,16,68,16,5,29,37,21,0,21,21,21,53,53,53,29,32,26,45,47,42,20,11,9,53,58,47,24,10,14,63,53,74,5,3,2,13,16,11,24,32,16,39,42,37,37,26,47,4.78,5.44,4.16,2.13,1.84,2.42,84,68,51,35,30,24,16,8,1.29,1.40,1.19,1.43,1.34,1.51,71,5,1,4,7,2,6,4,7,8,4,2,3,6,13,8,6,5,13,21,16,26,50,47,53,5
Reial Club Deportiu Espanyol,RCD Espanyol,2024/2025,Spain,38,19,19,0,11,8,3,9,6,3,18,5,13,1.11,1.58,0.63,15,10,19,15,40,51,-11,91,43,48,23,17,20,31,3,-14,86,74,101,67,86,55,8,4,4,21,12,9,11,4,7,19,12,7,144,77,67,90,44,46,40,40,39,337,179,158,141,79,62,196,100,96,498,249,249,15,10,5,23,7,16,-8,3,-11,10,6,4,18,11,7,10,2,8,1.26,1.53,1,2.39,2.26,2.53,1.05,1.21,0.89,1.34,1.05,1.63,1,0.89,1.11,0.39,0.53,0.26,0.61,0.37,0.84,36,27,15,8,5,0,18,15,7,2,1,0,18,12,8,6,4,0,2,11,23,30,33,38,1,4,12,17,18,19,1,7,11,13,15,19,95,71,39,21,13,0,95,79,37,11,5,0,95,63,42,32,21,0,5,29,61,79,87,100,5,21,63,89,95,100,5,37,58,68,79,100,24,10,3,12,5,0,12,5,3,63,26,8,63,26,0,63,26,16,29,42,16,19,21,21,21,55,63,47,29,21,37,50,63,37,24,13,11,63,68,58,24,9,15,63,47,79,4,4,0,11,21,0,26,32,21,47,58,37,26,11,42,3.79,4.05,3.53,2.37,2.32,2.42,79,71,66,53,39,32,21,16,1.08,1.16,1.00,1.72,1.56,1.88,47,2,4,3,4,4,6,5,4,8,5,5,6,4,4,6,7,4,10,24,32,16,47,26,68,5
