team_name,common_name,season,country,matches_played,matches_played_home,matches_played_away,suspended_matches,wins,wins_home,wins_away,draws,draws_home,draws_away,losses,losses_home,losses_away,points_per_game,points_per_game_home,points_per_game_away,league_position,league_position_home,league_position_away,performance_rank,goals_scored,goals_conceded,goal_difference,total_goal_count,total_goal_count_home,total_goal_count_away,goals_scored_home,goals_scored_away,goals_conceded_home,goals_conceded_away,goal_difference_home,goal_difference_away,minutes_per_goal_scored,minutes_per_goal_scored_home,minutes_per_goal_scored_away,minutes_per_goal_conceded,minutes_per_goal_conceded_home,minutes_per_goal_conceded_away,clean_sheets,clean_sheets_home,clean_sheets_away,btts_count,btts_count_home,btts_count_away,fts_count,fts_count_home,fts_count_away,first_team_to_score_count,first_team_to_score_count_home,first_team_to_score_count_away,corners_total,corners_total_home,corners_total_away,cards_total,cards_total_home,cards_total_away,average_possession,average_possession_home,average_possession_away,shots,shots_home,shots_away,shots_on_target,shots_on_target_home,shots_on_target_away,shots_off_target,shots_off_target_home,shots_off_target_away,fouls,fouls_home,fouls_away,goals_scored_half_time,goals_scored_half_time_home,goals_scored_half_time_away,goals_conceded_half_time,goals_conceded_half_time_home,goals_conceded_half_time_away,goal_difference_half_time,goal_difference_half_time_home,goal_difference_half_time_away,leading_at_half_time,leading_at_half_time_home,leading_at_half_time_away,draw_at_half_time,draw_at_half_time_home,draw_at_half_time_away,losing_at_half_time,losing_at_half_time_home,losing_at_half_time_away,points_per_game_half_time,points_per_game_half_time_home,points_per_game_half_time_away,average_total_goals_per_match,average_total_goals_per_match_home,average_total_goals_per_match_away,goals_scored_per_match,goals_scored_per_match_home,goals_scored_per_match_away,goals_conceded_per_match,goals_conceded_per_match_home,goals_conceded_per_match_away,total_goals_per_match_half_time,total_goals_per_match_half_time_home,total_goals_per_match_half_time_away,goals_scored_per_match_half_time,goals_scored_per_match_half_time_home,goals_scored_per_match_half_time_away,goals_conceded_per_match_half_time,goals_conceded_per_match_half_time_home,goals_conceded_per_match_half_time_away,over05_count,over15_count,over25_count,over35_count,over45_count,over55_count,over05_count_home,over15_count_home,over25_count_home,over35_count_home,over45_count_home,over55_count_home,over05_count_away,over15_count_away,over25_count_away,over35_count_away,over45_count_away,over55_count_away,under05_count,under15_count,under25_count,under35_count,under45_count,under55_count,under05_count_home,under15_count_home,under25_count_home,under35_count_home,under45_count_home,under55_count_home,under05_count_away,under15_count_away,under25_count_away,under35_count_away,under45_count_away,under55_count_away,over05_percentage,over15_percentage,over25_percentage,over35_percentage,over45_percentage,over55_percentage,over05_percentage_home,over15_percentage_home,over25_percentage_home,over35_percentage_home,over45_percentage_home,over55_percentage_home,over05_percentage_away,over15_percentage_away,over25_percentage_away,over35_percentage_away,over45_percentage_away,over55_percentage_away,under05_percentage,under15_percentage,under25_percentage,under35_percentage,under45_percentage,under55_percentage,under05_percentage_home,under15_percentage_home,under25_percentage_home,under35_percentage_home,under45_percentage_home,under55_percentage_home,under05_percentage_away,under15_percentage_away,under25_percentage_away,under35_percentage_away,under45_percentage_away,under55_percentage_away,over05_count_half_time,over15_count_half_time,over25_count_half_time,over05_count_half_time_home,over15_count_half_time_home,over25_count_half_time_home,over05_count_half_time_away,over15_count_half_time_away,over25_count_half_time_away,over05_half_time_percentage,over15_half_time_percentage,over25_half_time_percentage,over05_half_time_percentage_home,over15_half_time_percentage_home,over25_half_time_percentage_home,over05_half_time_percentage_away,over15_half_time_percentage_away,over25_half_time_percentage_away,win_percentage,win_percentage_home,win_percentage_away,home_advantage_percentage,clean_sheet_percentage,clean_sheet_percentage_home,clean_sheet_percentage_away,btts_percentage,btts_percentage_home,btts_percentage_away,fts_percentage,fts_percentage_home,fts_percentage_away,first_team_to_score_percentage,first_team_to_score_percentage_home,first_team_to_score_percentage_away,clean_sheet_half_time,clean_sheet_half_time_home,clean_sheet_half_time_away,clean_sheet_half_time_percentage,clean_sheet_half_time_percentage_home,clean_sheet_half_time_percentage_away,fts_half_time,fts_half_time_home,fts_half_time_away,fts_half_time_percentage,fts_half_time_percentage_home,fts_half_time_percentage_away,btts_half_time,btts_half_time_home,btts_half_time_away,btts_half_time_percentage,btts_half_time_percentage_home,btts_half_time_percentage_away,leading_at_half_time_percentage,leading_at_half_time_percentage_home,leading_at_half_time_percentage_away,draw_at_half_time_percentage,draw_at_half_time_percentage_home,draw_at_half_time_percentage_away,losing_at_half_time_percentage,losing_at_half_time_percentage_home,losing_at_half_time_percentage_away,corners_per_match,corners_per_match_home,corners_per_match_away,cards_per_match,cards_per_match_home,cards_per_match_away,over65_corners_percentage,over75_corners_percentage,over85_corners_percentage,over95_corners_percentage,over105_corners_percentage,over115_corners_percentage,over125_corners_percentage,over135_corners_percentage,xg_for_avg_overall,xg_for_avg_home,xg_for_avg_away,xg_against_avg_overall,xg_against_avg_home,xg_against_avg_away,prediction_risk,goals_scored_min_0_to_10,goals_scored_min_11_to_20,goals_scored_min_21_to_30,goals_scored_min_31_to_40,goals_scored_min_41_to_50,goals_scored_min_51_to_60,goals_scored_min_61_to_70,goals_scored_min_71_to_80,goals_scored_min_81_to_90,goals_conceded_min_0_to_10,goals_conceded_min_11_to_20,goals_conceded_min_21_to_30,goals_conceded_min_31_to_40,goals_conceded_min_41_to_50,goals_conceded_min_51_to_60,goals_conceded_min_61_to_70,goals_conceded_min_71_to_80,goals_conceded_min_81_to_90,draw_percentage_overall,draw_percentage_home,draw_percentage_away,loss_percentage_ovearll,loss_percentage_home,loss_percentage_away,over145_corners_percentage
Udinese Calcio,Udinese,2024/2025,Italy,38,19,19,0,12,7,5,8,3,5,18,9,9,1.16,1.26,1.05,12,12,12,12,41,56,-15,97,49,48,22,19,27,29,-5,-10,83,78,90,61,63,59,9,7,2,20,8,12,12,6,6,17,11,6,178,92,86,92,41,51,47,47,48,431,219,212,183,92,91,248,127,121,541,279,262,18,10,8,22,7,15,-4,3,-7,13,9,4,13,6,7,12,4,8,1.37,1.74,1,2.55,2.58,2.53,1.08,1.16,1,1.47,1.42,1.53,1.05,0.89,1.21,0.47,0.53,0.42,0.58,0.37,0.79,35,28,19,9,6,0,17,13,10,6,3,0,18,15,9,3,3,0,3,10,19,29,32,38,2,6,9,13,16,19,1,4,10,16,16,19,92,74,50,24,16,0,89,68,53,32,16,0,95,79,47,16,16,0,8,26,50,76,84,100,11,32,47,68,84,100,5,21,53,84,84,100,28,10,2,13,3,1,15,7,1,74,26,5,68,16,5,79,37,5,32,37,26,5,24,37,11,53,42,63,32,32,32,45,58,32,22,15,7,58,79,37,21,9,12,55,47,63,5,1,4,13,5,21,34,47,21,34,32,37,32,21,42,4.68,4.84,4.53,2.42,2.16,2.68,79,74,68,61,45,37,24,18,1.34,1.35,1.34,1.49,1.47,1.51,58,2,2,5,6,9,2,6,6,3,4,5,2,5,12,7,6,6,9,21,16,26,47,47,47,11
Bologna FC 1909,Bologna,2024/2025,Italy,38,19,19,0,16,10,6,14,7,7,8,2,6,1.63,1.95,1.32,9,6,9,9,57,47,10,104,51,53,33,24,18,29,15,-5,60,52,71,73,95,59,12,7,5,22,12,10,7,1,6,21,11,10,191,124,67,67,35,32,58,59,57,483,274,209,215,116,99,268,158,110,537,256,281,16,8,8,22,12,10,-6,-4,-2,9,4,5,17,9,8,12,6,6,1.16,1.11,1.21,2.74,2.68,2.79,1.5,1.74,1.26,1.24,0.95,1.53,1,1.05,0.95,0.42,0.42,0.42,0.58,0.63,0.53,35,31,20,13,5,0,18,15,9,6,3,0,17,16,11,7,2,0,3,7,18,25,33,38,1,4,10,13,16,19,2,3,8,12,17,19,92,82,53,34,13,0,95,79,47,32,16,0,89,84,58,37,11,0,8,18,47,66,87,100,5,21,53,68,84,100,11,16,42,63,89,100,25,9,4,12,5,3,13,4,1,66,24,11,63,26,16,68,21,5,42,53,32,20,32,37,26,58,63,53,18,5,32,55,58,53,21,10,11,55,53,58,23,12,11,61,63,58,7,4,3,18,21,16,24,21,26,45,47,42,32,32,32,5.03,6.53,3.53,1.76,1.84,1.68,61,53,47,34,28,16,13,11,1.55,1.75,1.36,0.99,0.93,1.05,66,1,4,6,4,8,8,11,9,6,5,4,4,3,6,2,6,7,10,37,37,37,21,11,32,5
FC Internazionale Milano,Inter Milan,2024/2025,Italy,38,19,19,0,24,13,11,9,4,5,5,2,3,2.13,2.26,2,2,2,2,2,79,35,44,114,61,53,40,39,21,14,19,25,43,43,44,98,81,122,16,6,10,18,12,6,4,1,3,27,14,13,221,133,88,56,22,34,59,60,58,524,280,244,227,114,113,297,166,131,413,199,214,39,21,18,13,10,3,26,11,15,19,10,9,16,7,9,3,2,1,1.92,1.95,1.89,3,3.21,2.79,2.08,2.11,2.05,0.92,1.11,0.74,1.37,1.63,1.11,1.03,1.11,0.95,0.34,0.53,0.16,38,30,21,15,6,2,19,15,12,9,3,1,19,15,9,6,3,1,0,8,17,23,32,36,0,4,7,10,16,18,0,4,10,13,16,18,100,79,55,39,16,5,100,79,63,47,16,5,100,79,47,32,16,5,0,21,45,61,84,95,0,21,37,53,84,95,0,21,53,68,84,95,26,16,6,15,10,4,11,6,2,68,42,16,79,53,21,58,32,11,63,68,58,-10,42,32,53,47,63,32,11,5,16,71,74,68,27,11,16,71,58,84,14,5,9,37,26,47,9,7,2,24,37,11,50,53,47,42,37,47,8,11,5,5.82,7.00,4.63,1.47,1.16,1.79,71,61,53,42,37,28,18,16,1.65,1.76,1.54,1.21,1.13,1.29,79,6,9,9,6,14,14,6,8,7,1,3,3,3,4,2,3,4,12,24,21,26,13,11,16,11
ACF Fiorentina,Fiorentina,2024/2025,Italy,38,19,19,0,19,12,7,8,4,4,11,3,8,1.71,2.11,1.32,6,5,8,6,60,41,19,101,50,51,32,28,18,23,14,5,57,54,61,83,95,74,12,7,5,21,10,11,8,4,4,20,13,7,148,77,71,84,38,46,50,48,53,426,216,210,216,111,105,210,105,105,434,222,212,32,18,14,19,7,12,13,11,2,16,11,5,12,4,8,10,4,6,1.58,1.95,1.21,2.66,2.63,2.68,1.58,1.68,1.47,1.08,0.95,1.21,1.34,1.32,1.37,0.84,0.95,0.74,0.5,0.37,0.63,35,27,23,9,5,2,17,14,12,4,2,1,18,13,11,5,3,1,3,11,15,29,33,36,2,5,7,15,17,18,1,6,8,14,16,18,92,71,61,24,13,5,89,74,63,21,11,5,95,68,58,26,16,5,8,29,39,76,87,95,11,26,37,79,89,95,5,32,42,74,84,95,30,13,5,16,6,2,14,7,3,79,34,13,84,32,11,74,37,16,50,63,37,9,32,37,26,55,53,58,21,21,21,53,68,37,22,13,9,58,68,47,16,6,10,42,32,53,8,3,5,21,16,26,42,58,26,32,21,42,26,21,32,3.89,4.05,3.74,2.21,2,2.42,68,50,39,28,21,11,8,3,1.38,1.39,1.38,1.35,1.21,1.49,53,8,9,3,6,9,6,5,7,7,1,3,7,2,8,9,8,1,2,21,21,21,29,16,42,3
Hellas Verona FC,Hellas Verona,2024/2025,Italy,38,19,19,0,10,4,6,7,5,2,21,10,11,0.97,0.89,1.05,14,18,13,14,34,66,-32,100,51,49,15,19,36,30,-21,-11,101,114,90,52,48,57,8,5,3,16,7,9,17,10,7,9,3,6,152,91,61,106,57,49,38,41,36,364,193,171,135,69,66,229,124,105,581,267,314,14,6,8,42,26,16,-28,-20,-8,3,1,2,18,8,10,17,10,7,0.71,0.58,0.84,2.63,2.68,2.58,0.89,0.79,1,1.74,1.89,1.58,1.47,1.68,1.26,0.37,0.32,0.42,1.11,1.37,0.84,35,26,18,10,9,1,16,14,11,5,5,0,19,12,7,5,4,1,3,12,20,28,29,37,3,5,8,14,14,19,0,7,12,14,15,18,92,68,47,26,24,3,84,74,58,26,26,0,100,63,37,26,21,5,8,32,53,74,76,97,16,26,42,74,74,100,0,37,63,74,79,95,25,15,8,13,9,5,12,6,3,66,39,21,68,47,26,63,32,16,26,21,32,-10,21,26,16,42,37,47,45,53,37,24,16,32,14,6,8,37,32,42,26,14,12,68,74,63,11,5,6,29,26,32,8,5,11,47,42,53,45,53,37,4.00,4.79,3.21,2.79,3,2.58,68,61,55,47,32,21,21,18,1.11,1.19,1.04,1.52,1.36,1.68,71,4,4,0,3,4,3,4,5,7,11,7,12,7,5,9,2,8,5,18,26,11,55,53,58,16
Parma Calcio 1913,Parma,2024/2025,Italy,38,19,19,0,7,5,2,15,6,9,16,8,8,0.95,1.11,0.79,15,15,17,15,44,58,-14,102,53,49,25,19,28,30,-3,-11,78,68,90,59,61,57,7,3,4,25,13,12,11,4,7,13,8,5,168,77,91,84,42,42,44,43,45,392,202,190,188,95,93,204,107,97,407,212,195,16,9,7,23,11,12,-7,-2,-5,9,6,3,16,6,10,13,7,6,1.13,1.26,1,2.68,2.79,2.58,1.16,1.32,1,1.53,1.47,1.58,1.03,1.05,1,0.42,0.47,0.37,0.61,0.58,0.63,33,27,21,15,6,0,18,14,10,8,3,0,15,13,11,7,3,0,5,11,17,23,32,38,1,5,9,11,16,19,4,6,8,12,16,19,87,71,55,39,16,0,95,74,53,42,16,0,79,68,58,37,16,0,13,29,45,61,84,100,5,26,47,58,84,100,21,32,42,63,84,100,27,11,1,15,5,0,12,6,1,71,29,3,79,26,0,63,32,5,18,26,11,9,18,16,21,66,68,63,29,21,37,34,42,26,19,10,9,50,53,47,24,11,13,63,58,68,6,2,4,16,11,21,24,32,16,42,32,53,34,37,32,4.42,4.05,4.79,2.21,2.21,2.21,82,74,71,68,53,34,26,18,1.27,1.29,1.24,1.56,1.51,1.62,55,5,4,2,3,5,5,3,7,10,4,5,0,12,4,6,6,11,10,39,32,47,42,42,42,11
Calcio Como,Como,2024/2025,Italy,38,19,19,0,13,8,5,10,5,5,15,6,9,1.29,1.53,1.05,10,10,11,10,49,52,-3,101,54,47,28,21,26,26,2,-5,70,61,81,66,66,66,7,4,3,23,13,10,8,2,6,20,13,7,167,95,72,95,43,52,55,54,56,473,261,212,216,118,98,257,143,114,503,243,260,21,12,9,18,8,10,3,4,-1,14,7,7,14,9,5,10,3,7,1.47,1.58,1.37,2.66,2.84,2.47,1.29,1.47,1.11,1.37,1.37,1.37,1.03,1.05,1,0.55,0.63,0.47,0.47,0.42,0.53,38,32,17,9,4,1,19,17,9,5,3,1,19,15,8,4,1,0,0,6,21,29,34,37,0,2,10,14,16,18,0,4,11,15,18,19,100,84,45,24,11,3,100,89,47,26,16,5,100,79,42,21,5,0,0,16,55,76,89,97,0,11,53,74,84,95,0,21,58,79,95,100,28,9,2,13,6,1,15,3,1,74,24,5,68,32,5,79,16,5,34,42,26,0,18,21,16,61,68,53,21,11,32,53,68,37,22,12,10,58,63,53,20,9,11,53,47,58,6,4,2,16,21,11,37,37,37,37,47,26,26,16,37,4.39,5.00,3.79,2.5,2.26,2.74,66,61,47,39,24,13,13,8,1.50,1.62,1.38,1.24,1.19,1.30,55,3,2,2,6,12,9,2,7,6,2,6,4,3,6,6,6,8,11,26,26,26,39,32,47,3
Venezia FC,Venezia,2024/2025,Italy,38,19,19,0,5,5,0,14,5,9,19,9,10,0.76,1.05,0.47,19,16,20,19,32,56,-24,88,39,49,17,15,22,34,-5,-19,107,101,114,61,78,50,6,4,2,19,8,11,17,9,8,16,9,7,143,76,67,75,37,38,45,46,43,374,208,166,169,95,74,205,113,92,500,248,252,14,7,7,22,9,13,-8,-2,-6,6,3,3,22,11,11,10,5,5,1.05,1.05,1.05,2.32,2.05,2.58,0.84,0.89,0.79,1.47,1.16,1.79,0.95,0.84,1.05,0.37,0.37,0.37,0.58,0.47,0.68,34,26,16,9,3,0,17,11,6,3,2,0,17,15,10,6,1,0,4,12,22,29,35,38,2,8,13,16,17,19,2,4,9,13,18,19,89,68,42,24,8,0,89,58,32,16,11,0,89,79,53,32,5,0,11,32,58,76,92,100,11,42,68,84,89,100,11,21,47,68,95,100,20,9,5,10,4,2,10,5,3,53,24,13,53,21,11,53,26,16,13,26,0,14,16,21,11,50,42,58,45,47,42,42,47,37,24,12,12,63,63,63,25,12,13,66,63,68,7,4,3,18,21,16,16,16,16,58,58,58,26,26,26,3.76,4.00,3.53,1.97,1.95,2.00,84,68,61,47,34,26,13,13,1.21,1.35,1.06,1.68,1.53,1.83,63,5,3,1,3,3,3,7,2,5,4,7,6,2,8,5,5,9,10,37,26,47,50,47,53,11
US Lecce,Lecce,2024/2025,Italy,38,19,19,0,8,4,4,10,6,4,20,9,11,0.89,0.95,0.84,17,17,16,17,27,58,-31,85,44,41,13,14,31,27,-18,-13,127,132,122,59,55,63,9,5,4,15,7,8,18,9,9,12,6,6,165,98,67,73,31,42,44,45,42,440,234,206,165,85,80,275,149,126,466,222,244,13,5,8,25,13,12,-12,-8,-4,8,4,4,17,7,10,13,8,5,1.08,1,1.16,2.24,2.32,2.16,0.71,0.68,0.74,1.53,1.63,1.42,1,0.95,1.05,0.34,0.26,0.42,0.66,0.68,0.63,34,22,15,9,4,1,17,11,8,5,2,1,17,11,7,4,2,0,4,16,23,29,34,37,2,8,11,14,17,18,2,8,12,15,17,19,89,58,39,24,11,3,89,58,42,26,11,5,89,58,37,21,11,0,11,42,61,76,89,97,11,42,58,74,89,95,11,42,63,79,89,100,24,11,3,12,4,2,12,7,1,63,29,8,63,21,11,63,37,5,21,21,21,-6,24,26,21,39,37,42,47,47,47,32,32,32,21,10,11,55,53,58,27,15,12,71,79,63,4,1,3,11,5,16,21,21,21,45,37,53,34,42,26,4.34,5.16,3.53,1.92,1.63,2.21,89,71,63,47,42,32,26,18,1.30,1.39,1.21,1.59,1.42,1.76,66,3,1,3,3,5,3,4,1,4,4,3,1,10,10,5,9,7,9,26,32,21,53,47,58,16
SS Monza 1912,Monza,2024/2025,Italy,38,19,19,0,3,1,2,9,5,4,26,13,13,0.47,0.42,0.53,20,20,19,20,28,69,-41,97,44,53,13,15,31,38,-18,-23,122,132,114,49,55,45,3,1,2,20,11,9,17,8,9,11,6,5,136,71,65,92,43,49,49,50,47,330,187,143,139,74,65,191,113,78,509,262,247,15,8,7,30,16,14,-15,-8,-7,5,2,3,17,8,9,16,9,7,0.84,0.74,0.95,2.55,2.32,2.79,0.74,0.68,0.79,1.82,1.63,2,1.18,1.26,1.11,0.39,0.42,0.37,0.79,0.84,0.74,36,30,19,9,2,1,18,13,9,4,0,0,18,17,10,5,2,1,2,8,19,29,36,37,1,6,10,15,19,19,1,2,9,14,17,18,95,79,50,24,5,3,95,68,47,21,0,0,95,89,53,26,11,5,5,21,50,76,95,97,5,32,53,79,100,100,5,11,47,74,89,95,24,13,7,14,6,3,10,7,4,63,34,18,74,32,16,53,37,21,8,5,11,1,8,5,11,53,58,47,45,42,47,29,32,26,17,7,10,45,37,53,26,12,14,68,63,74,9,5,4,24,26,21,13,11,16,45,42,47,42,47,37,3.58,3.74,3.42,2.42,2.26,2.58,74,63,57,45,21,16,13,11,1.07,1.20,0.94,1.64,1.52,1.75,45,4,1,3,3,5,3,3,2,4,3,6,5,10,9,7,9,10,10,24,26,21,68,68,68,8
